unique_number,id_no,rev_bis,name_en,name_fr,short_description_en,short_description_fr,justification_en,justification_fr,date_inscribed,secondary_dates,danger,date_end,danger_list,longitude,latitude,area_hectares,C1,C2,C3,C4,C5,C6,N7,N8,N9,N10,criteria_txt,category,category_short,states_name_en,states_name_fr,region_en,region_fr,iso_code,udnp_code,transboundary
2258,1078,,Jewish Quarter and St Procopius' Basilica in Třebíč,Le quartier juif et la basilique Saint-Procope de Třebíč,"<p>The ensemble of the Jewish Quarter, the old Jewish cemetery and the Basilica of St Procopius in Třebíč are reminders of the co-existence of Jewish and Christian cultures from the Middle Ages to the 20th century. The Jewish Quarter bears outstanding testimony to the different aspects of the life of this community. St Procopius' Basilica, built as part of the Benedictine monastery in the early 13th century, is a remarkable example of the influence of Western European architectural heritage in this region.</p>","<p>L’ensemble du quartier juif, du vieux cimetière juif et de la basilique Saint-Procope de Třebíč rappelle la coexistence des cultures chrétienne et juive du Moyen Âge au XX<sup>e</sup>  siècle. Le quartier juif est un témoignage exceptionnel des différents aspects de la vie de la communauté qui y résidait. La basilique Saint-Procope, construite à l’intérieur d’un monastère bénédictin au début du XIII<sup>e</sup>  siècle, est un témoignage exceptionnel de l’influence du patrimoine architectural de l’Europe de l’Ouest dans cette région.</p>","<p><em>Criterion (ii):</em> The Jewish Quarter and St Procopius Basilica of Trebic bear witness to the coexistence of and interchange of values between two different cultures, Jewish and Christian, over many centuries.</p>
<p><em>Criterion (iii):</em> the Jewish Quarter of Trebic is an exceptional testimony to the cultural traditions related to the Jewish diaspora in central Europe.</p>","<p><em>Critère (ii) : </em>Le quartier juif et la basilique Saint-Procope de Trebic témoignent de la coexistence et des échanges de valeurs entre deux cultures, juive et chrétienne, pendant de nombreux siècles.</p>
<p><em>Critère (iii) : </em>Le quartier juif de Trebic est un témoignage exceptionnel des traditions culturelles liées à la diaspora juive en Europe centrale.</p>",2003,,0,,,15.87888889,49.21722222,6.55,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Czechia,Tchéquie,Europe and North America,Europe et Amérique du Nord,cz,cze,0
2455,1589,,Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem,Paysage d’élevage et de dressage de chevaux d’attelage cérémoniels  à Kladruby nad Labem,"<p>The property is situated on the Elbe (Labe) River flood plain where there is sandy soil, ox bow lakes and the relic of a riparian forest. The structure and functional use of plots of land (pastures, meadows, forests, fields, park), network of paths, avenues, trees in regimented lines and arranged clusters as well as the solitary trees, the network of watercourses, ensembles of buildings in the farmsteads and the overall composition including functional relations and links between these components - all this fully serves the needs of breeding and training of the Baroque draught horses of the Kladruber breed which were used during the ceremonies at the Habsburg Imperial Court. The composition of the landscape is the evidence of the intentional artistic approach to the landscape. The property is a rare example of the synthesis of two types of cultural landscape - living and organically developing landscape where its key function dominates and the manmade landscape intentionally designed and created using the principles of the French and English landscape architecture which is an outstanding example of the specialised decorative farm - <em>ferme ornée</em>. The Imperial Stud Farm was founded in 1579 and its landscape has been used for this purpose since then.</p>","<p>Le bien est situé sur la plaine d'inondation du fleuve Elbe (Labe) où on trouve des sols sablonneux, des bras morts et des restes de la forêt riveraine. La structure et l'utilisation fonctionnelle des parcelles de terrain (pâturages, prés, forêts, champs, parc), du réseau de sentiers, des chemins, des rangées et des bouquets d'arbres ainsi que d'arbres solitaires, des réseaux de cours d'eau, des ensembles de bâtiments de fermes et la composition globale qui consiste à lier fonctionnellement ces éléments - tout cela répond pleinement aux besoins de l'élevage et de l'entraînement des chevaux de trait baroques de Kladruby qui ont été utilisés pendant des cérémonies à la cour impériale de Habsbourg. La composition du paysage témoigne de l'approche artistique intentionnelle de paysage. Le bien est un exemple rare de la synthèse de deux types de cultures du paysage - le paysage vivant en évolution organique respectant sa fonction clé et le paysage façonné par l'homme, conçu et créé intentionnellement conformément aux principes des architectures paysagères française et anglaise qui sont un exemple éminent de ferme décorative spécialisée – ferme ornée. Le haras impérial a été fondé en 1579 et son paysage a depuis servi à cette fin.</p>",,,2019,,0,,,15.48425833,50.05665,1310,0,0,0,1,1,0,0,0,0,0,(iv)(v),Cultural,C,Czechia,Tchéquie,Europe and North America,Europe et Amérique du Nord,cz,cze,0
1269,1091,,Complex of Koguryo Tombs,Ensemble des tombes de Koguryo,"<p>The property includes several group and individual tombs - totalling about 30 individual tombs - from the later period of the Koguryo Kingdom, one of the strongest kingdoms in nowadays northeast China and half of the Korean peninsula between the 3rd century BC to 7th century AD. The tombs, many with beautiful wall paintings, are almost the only remains of this culture. Only about 90 out of more than 10,000 Koguryo tombs discovered in China and Korea so far, have wall paintings. Almost half of these tombs are located on this site and they are thought to have been made for the burial of kings, members of the royal family and the aristocracy. These paintings offer a unique testimony to daily life of this period.</p>","<p>Ce site comprend de nombreuses tombes, en groupes ou isolées (une trentaine), datant de la dernière période du royaume de Koguryo, l’un des royaumes les plus puissants de la Chine du nord-est et de la moitié de la péninsule coréenne entre le IIIe siècle av. J.-C. et le VIIe siècle apr. J.-C. Ces tombes, dont beaucoup sont ornées de splendides peintures murales, constituent presque les seuls vestiges laissés par cette culture. Sur les quelque 10 000 tombes de Koguryo découvertes jusqu’à présent en Chine et en Corée, 90 seulement comportent des peintures murales. Environ la moitié d’entre elles sont situées sur ce site ; on pense qu’elles étaient destinées aux rois ainsi qu’aux membres de la famille royale et de la noblesse. Ces peintures offrent un témoignage unique de la vie quotidienne de l’époque.</p>","<p><em>Criterion (i):</em> The wall paintings of the Koguryo Tombs are masterpieces of the culture and period of the Koguryo kingdom; the construction of the tombs demonstrates ingenious engineering solutions.</p>
<p><em>Criterion (ii):</em> The special burial customs of the Koguryo culture had an important influence on other cultures in the region, including those in Japan.</p>
<p><em>Criterion (iii):</em> The Koguryo Tombs are an exceptional testimony of the Koguryo culture, its burial customs as well as its daily life and beliefs.</p>
<p><em>Criterion (iv): </em>The complex of Koguryo Tombs is an important example of burial typology.</p>","<p><em>Critère (i) :</em> Les peintures murales des Tombes de Koguryo sont des chefs-d’œuvre de la culture et de la période du royaume de Koguryo ; la construction des tombes témoigne de solutions d’ingénierie novatrices.</p>
<p><em>Critère (ii) :</em> Les coutumes funéraires particulières de la culture de Koguryo ont eu une importante influence sur d’autres cultures de la région, y compris le Japon.</p>
<p><em>Critère (iii) :</em> Les Tombes de Koguryo sont un témoignage exceptionnel de la culture de Koguryo, de ses coutumes funéraires, de sa vie quotidienne comme de ses croyances.</p>
<p><em>Critère (iv) : </em>L’ensemble des Tombes de Koguryo est un exemple important de typologie funéraire.</p>",2004,,0,,,125.415,38.86305556,234.73,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Democratic People's Republic of Korea,République populaire démocratique de Corée,Asia and the Pacific,Asie et Pacifique,kp,prk,0
1878,1278,Rev,Historic Monuments and Sites in Kaesong,Monuments et sites historiques de Kaesong,"<p>Situated in Kaesong city, in the south of the country, the site consists of 12 separate components, which together testify to the history and culture of the Koryo Dynasty from the 10th to 14th centuries. The geomantic layout of the former capital city of Kaesong, its palaces, institutions and tomb complex, defensive walls and gates embody the political, cultural, philosophical and spiritual values of a crucial era in the region&rsquo;s history.&nbsp; The monuments inscribed also include an astronomical and meteorological observatory, two schools (including one dedicated to educating national officials) and commemorative steles. The site testifies to the transition from Buddhism to neo-Confucianism in East Asia and to the assimilation of the cultural spiritual and political values of the states that existed prior to Korea&rsquo;s unification under the Koryo Dynasty. The integration of Buddhist, Confucian, Taoist and geomantic concepts is manifest in the planning of the site and the architecture of its monuments.</p>","<p>Situ&eacute; dans la zone urbaine de Kaesong, au sud du pays, le site comprend douze biens qui t&eacute;moignent de l&rsquo;histoire et de la culture de la dynastie Koryo (918-1392). La configuration g&eacute;omantique de l&rsquo;ancienne capitale de Kaesong, ses palais, institutions, tombes, murailles et portes incarnent les valeurs politiques, culturelles, philosophiques et spirituelles d&rsquo;une &eacute;poque cruciale de l&rsquo;histoire de la r&eacute;gion. Les monuments inscrits comprennent aussi un observatoire astronomique et m&eacute;t&eacute;orologique, deux &eacute;coles (dont une qui formait les fonctionnaires nationaux) et des st&egrave;les comm&eacute;moratives. Le site t&eacute;moigne de la transition des principes bouddhistes aux principes confucianistes de gouvernement et de l&rsquo;assimilation des valeurs culturelles et politiques des Etats qui existaient avant l&rsquo;unification men&eacute;e par la dynastie Koryo. L&rsquo;int&eacute;gration de concepts g&eacute;omantiques, bouddhistes, confucianistes et tao&iuml;stes est &eacute;vidente dans la planification du site et l&rsquo;architecture de ses monuments.</p>",,,2013,,0,,,126.5080556,37.98166667,494.2,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Democratic People's Republic of Korea,République populaire démocratique de Corée,Asia and the Pacific,Asie et Pacifique,kp,prk,0
67,63,,Virunga National Park,Parc national des Virunga,"<p>Virunga National Park (covering an area of 790,000 ha) comprises an outstanding diversity of habitats, ranging from swamps and steppes to the snowfields of Rwenzori at an altitude of over 5,000 m, and from lava plains to the savannahs on the slopes of volcanoes. Mountain gorillas are found in the park, some 20,000 hippopotamuses live in the rivers and birds from Siberia spend the winter there.</p>","<p>S'étendant sur 790 000 ha, le parc des Virunga présente une diversité d'habitats incomparable, allant des marécages et des steppes jusqu'aux neiges éternelles du Rwenzori, à plus de 5 000 m d'altitude, en passant par les plaines de lave et les savanes sur les pentes des volcans. Quelque 20 000 hippopotames fréquentent ses rivières, le gorille de montagne y trouve refuge, et des oiseaux en provenance de Sibérie viennent y passer l'hiver.</p>",,,1979,,1,,Y 1994,29.16666667,0.916666667,800000,0,0,0,0,0,0,1,1,0,1,(vii)(viii)(x),Natural,N,Democratic Republic of the Congo,République démocratique du Congo,Africa,Afrique,cd,cod,0
149,136,,Garamba National Park,Parc national de la Garamba,"<p>The park's immense savannahs, grasslands and woodlands, interspersed with gallery forests along the river banks and the swampy depressions, are home to four large mammals: the elephant, giraffe, hippopotamus and above all the white rhinoceros. Though much larger than the black rhino, it is harmless; only some 30 individuals remain.</p>","<p>Comprenant d'immenses savanes, herbeuses ou boisées, entrecoupées de forêts-galeries le long des rivières et de dépressions marécageuses, le parc abrite quatre des plus grands mammifères : l'éléphant, la girafe, l'hippopotame et surtout le rhinocéros blanc, inoffensif et beaucoup plus gros que le rhinocéros noir, dont il ne subsiste qu'une trentaine d'individus.</p>",,,1980,,1,1992,Y 1996 P 1984-1992,29.25,4,500000,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,Democratic Republic of the Congo,République démocratique du Congo,Africa,Afrique,cd,cod,0
150,137,,Kahuzi-Biega National Park,Parc national de Kahuzi-Biega,"<p>A vast area of primary tropical forest dominated by two spectacular extinct volcanoes, Kahuzi and Biega, the park has a diverse and abundant fauna. One of the last groups of eastern lowland (graueri) gorillas (consisting of only some 250 individuals) lives at between 2,100 and 2,400 m above sea-level.</p>","<p>Vaste étendue de forêt tropicale primaire, le parc est dominé par deux volcans éteints spectaculaires, le Kahuzi et le Biega. Il est peuplé d'une faune abondante et variée. Situé entre 2 100 et 2 400 m d'altitude, il y vit l'une des dernières populations de gorilles des plaines de l'est (graueri), qui compte environ 250 individus seulement.</p>",,,1980,,1,,Y 1997,28.180743,-2.334053,600000,0,0,0,0,0,0,0,0,0,1,(x),Natural,N,Democratic Republic of the Congo,République démocratique du Congo,Africa,Afrique,cd,cod,0
314,280,,Salonga National Park,Parc national de la Salonga,"<p>Salonga National Park is Africa's largest tropical rainforest reserve. Situated at the heart of the central basin of the Congo river, the park is very isolated and accessible only by water. It is the habitat of many endemic endangered species, such as the dwarf chimpanzee, the Congo peacock, the forest elephant and the African slender-snouted or 'false' crocodile.</p>","<p>Au cœur du bassin central du fleuve Congo, ce parc est la plus grande réserve de forêt tropicale pluviale, très isolée et accessible seulement par voie d'eau. C'est l'habitat de plusieurs espèces endémiques menacées, comme le chimpanzé nain, le paon du Congo, l'éléphant de forêt et le gavial africain, ou « faux crocodile ».</p>",,,1984,,0,2021,P 1999-2021,21,-2,3600000,0,0,0,0,0,0,1,0,1,0,(vii)(ix),Natural,N,Democratic Republic of the Congo,République démocratique du Congo,Africa,Afrique,cd,cod,0
849,718,,Okapi Wildlife Reserve,Réserve de faune à okapis,"<p>The Okapi Wildlife Reserve occupies about one-fifth of the Ituri forest in the north-east of the Democratic Republic of the Congo. The Congo river basin, of which the reserve and forest are a part, is one of the largest drainage systems in Africa. The reserve contains threatened species of primates and birds and about 5,000 of the estimated 30,000 okapi surviving in the wild. It also has some dramatic scenery, including waterfalls on the Ituri and Epulu rivers. The reserve is inhabited by traditional nomadic pygmy Mbuti and Efe hunters.</p>","<p>La réserve de faune à okapis occupe environ un cinquième de la forêt d'Ituri au nord-est du pays. Le bassin du fleuve Congo, dont la réserve et la forêt font partie, est un des plus grands systèmes de drainage d'Afrique. La réserve de faune abrite des espèces menacées de primates et d'oiseaux et environ 5000 okapis, sur les 30 000 vivant à l'état sauvage. La réserve possède également des sites panoramiques exceptionnels, dont des chutes sur l'Ituri et l'Epulu. Elle est habitée par des populations nomades traditionnelles de Pygmées Mbuti et de chasseurs Efe.</p>","<p>The Committee inscribed the property as one of the most important sites for conservation, including the rare Okapi and rich floral diversity, under natural <em>criterion (x)</em>. The Committee expressed its hope that the activities outlined in the new management plan would ensure the integrity of the site. Considering the civil unrest in the country, the question of the long-term security of the site was raised.</p>","<p>Le Comité a inscrit le bien sur la base du critère (x), considérant qu'il constituait l'un des sites les plus importants pour la conservation, de par les rares okapis qu'il abrite, et du fait de la richesse de sa flore. Le Comité a exprimé l'espoir que les activités présentées dans le nouveau plan de gestion permettraient de garantir l'intégrité du site. Considérant les troubles civils dans le pays, la question de la sécurité à long terme du site a été soulevée.</p>",1996,,1,,Y 1997,28.5,2,1372625,0,0,0,0,0,0,0,0,0,1,(x),Natural,N,Democratic Republic of the Congo,République démocratique du Congo,Africa,Afrique,cd,cod,0
822,695,rev,Roskilde Cathedral,Cathédrale de Roskilde,"<p>Built in the 12th and 13th centuries, this was Scandinavia's first Gothic cathedral to be built of brick and it encouraged the spread of this style throughout northern Europe. It has been the mausoleum of the Danish royal family since the 15th century. Porches and side chapels were added up to the end of the 19th century. Thus it provides a clear overview of the development of European religious architecture.</p>","<p>Élev&eacute;e aux XII<sup>e</sup> et XIII<sup>e</sup> si&egrave;cles, c'est la premi&egrave;re cath&eacute;drale gothique scandinave construite en brique. Elle fut &agrave; l'origine de la diffusion de ce style dans toute l'Europe du Nord. Mausol&eacute;e de la famille royale du Danemark depuis le XV<sup>e</sup> si&egrave;cle, elle fut enrichie jusqu'&agrave; la fin du XIX<sup>e</sup> si&egrave;cle de porches et de chapelles lat&eacute;rales. Elle offre ainsi aujourd'hui un r&eacute;sum&eacute; manifeste de l'&eacute;volution de l'architecture religieuse europ&eacute;enne.</p>",,,1995,,0,,,12.07972222,55.64222222,0.4,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,0
824,696,Rev,Kronborg Castle,Château de Kronborg,"<p>Located on a strategically important site commanding the Sund, the stretch of water between Denmark and Sweden, the Royal castle of Kronborg at Helsing&oslash;r (Elsinore) is of immense symbolic value to the Danish people and played a key role in the history of northern Europe in the 16th-18th centuries. Work began on the construction of this outstanding Renaissance castle in 1574, and its defences were reinforced according to the canons of the period's military architecture in the late 17th century. It has remained intact to the present day. It is world-renowned as Elsinore, the setting of Shakespeare's Hamlet.</p>","<p>Edifi&eacute; sur un site strat&eacute;gique d'une grande importance qui commande le Sund, &eacute;tendue d'eau entre le Danemark et la Su&egrave;de, le ch&acirc;teau royal de Kronborg &agrave; Helsing&oslash;r (Elseneur) rev&ecirc;t une valeur symbolique consid&eacute;rable pour les Danois. Il a &eacute;galement jou&eacute; un r&ocirc;le pr&eacute;pond&eacute;rant dans l'histoire de l'Europe du Nord aux XVI<sup>e</sup>-XVIII<sup>e</sup> si&egrave;cles. Les travaux de construction de cet exceptionnel ch&acirc;teau Renaissance ont commenc&eacute; en 1574 et ses ouvrages d&eacute;fensifs furent renforc&eacute;s, selon les usages de l'architecture militaire de l'&eacute;poque, &agrave; la fin du XVII<sup>e</sup> si&egrave;cle. Il est demeur&eacute; intact jusqu'&agrave; nos jours. Il est mondialement connu comme le ch&acirc;teau d'Elseneur, cadre de Hamlet, la plus c&eacute;l&egrave;bre des trag&eacute;dies de Shakespeare.</p>","<p><em>Criterion (iv):</em> Kronborg Castle is an outstanding example of the Renaissance castle, and one which played a highly significant role in the history of this region of northern Europe.</p>","<p><em>Crit&egrave;re (iv) :</em>&nbsp;Le Ch&acirc;teau de Kronborg est un exemple remarquable de ch&acirc;teau de la Renaissance, un ch&acirc;teau qui joua un r&ocirc;le tr&egrave;s important dans l&rsquo;histoire de cette r&eacute;gion d&rsquo;Europe du Nord.</p>",2000,,0,,,12.62083333,56.03889,0,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,0
2316,697,,"Jelling Mounds, Runic Stones and Church","Tumulus, pierres runiques et église de Jelling","<p>The Jelling burial mounds and one of the runic stones are striking examples of pagan Nordic culture, while the other runic stone and the church illustrate the Christianization of the Danish people towards the middle of the 10th century.</p>","<p>Les tumulus funéraires et l'une des pierres runiques sont des exemples exceptionnels de la culture païenne nordique, tandis que l'autre pierre runique et l'église rappellent la conversion du peuple danois au christianisme vers le milieu du X<sup>e</sup> siècle.</p>",,,1994,,0,,,9.42,55.75638889,12.7,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,0
2354,1149,,Ilulissat Icefjord,Fjord glacé d’Ilulissat,"<p>Located on the west coast of Greenland, 250 km north of the Arctic Circle, Greenland’s Ilulissat Icefjord is the sea mouth of Sermeq Kujalleq, one of the few glaciers through which the Greenland ice cap reaches the sea. Sermeq Kujalleq is one of the fastest and most active glaciers in the world. It annually calves over 35 km3 of ice, i.e. 10% of the production of all Greenland calf ice and more than any other glacier outside Antarctica. Studied for over 250 years, it has helped to develop our understanding of climate change and icecap glaciology. The combination of a huge ice-sheet and the dramatic sounds of a fast-moving glacial ice-stream calving into a fjord covered by icebergs makes for a dramatic and awe-inspiring natural phenomenon.</p>","<p>Situé sur la côte ouest du Groenland, à 250 km au nord du cercle arctique, le fjord glacé d’Ilulissat est l’embouchure maritime de Sermeq Kujalleq, un des rares glaciers à travers lesquels la glace de l’inlandsis groenlandais atteint la mer. Sermeq Kujalleq est l’un des glaciers les plus rapides et les plus actifs du monde. Son vêlage annuel de plus de 35 km3, soit 10 % de toute la glace de vêlage (les icebergs) du Groenland, dépasse celui de tous les autres glaciers du monde en dehors de l’Antarctique. Étudié depuis plus de 250 ans, le site a permis d’enrichir notre compréhension du changement climatique et de la glaciologie de la calotte glaciaire. L’immense couche de glace associée au fracas impressionnant d’une coulée de glace rapide vêlant dans un fjord couvert d’icebergs crée un phénomène naturel spectaculaire et grandiose.</p>","<p><em>Criterion (viii):</em> The Ilulissat Icefjord is an outstanding example of a stage in the Earth’s history: the last ice age of the Quaternary Period. The ice-stream is one of the fastest (19m per day) and most active in the world. Its annual calving of over 35 cu. km of ice accounts for 10% of the production of all Greenland calf ice, more than any other glacier outside Antarctica. The glacier has been the object of scientific attention for 250 years and, along with its relative ease of accessibility, has significantly added to the understanding of ice-cap glaciology, climate change and related geomorphic processes.</p>
<p><em>Criterion (vii):</em> The combination of a huge ice sheet and a fast moving glacial ice-stream calving into a fjord covered by icebergs is a phenomenon only seen in Greenland and Antarctica. Ilulissat offers both scientists and visitors easy access for close view of the calving glacier front as it cascades down from the ice sheet and into the ice-choked fjord. The wild and highly scenic combination of rock, ice and sea, along with the dramatic sounds produced by the moving ice, combine to present a memorable natural spectacle.</p>","<p><em>Critère (viii) :</em> Le fjord glacé d’Ilulissat est un exemple exceptionnel d’une étape de l’histoire de la Terre, le dernier âge glaciaire du Quaternaire. L’icestream est un des plus rapides (19 m par jour) et des plus actifs du monde. Son vêlage annuel est de plus de 35 km3 de glace, c’est-à-dire 10% de la production de tout le vêlage de glace du Groenland, plus que n’importe quel autre glacier en dehors de l’Antarctique. Le glacier fait l’objet d’une attention scientifique depuis 250 ans et, comme il est relativement facile d’accès, a enrichi de manière significative la connaissance de la glaciologie de la calotte glaciaire, des changements climatiques et des processus géomorphologiques en rapport.</p>
<p><em>Critère (vii) :</em> L’association d’une immense nappe de glace et d’un mouvement rapide d’icestream vêlant dans un fjord couvert d’icebergs est un phénomène que l’on ne peut observer qu’au Groenland et dans l’Antarctique. Ilulissat offre aux scientifiques et aux visiteurs un accès facile pour une observation de près du front glaciaire vêlant tandis qu’il tombe en cascade de la nappe de glace dans un fjord encombré de glaces. L’association naturelle et extrêmement spectaculaire de la roche, de la glace et de la mer, ainsi que les sons dramatiques produits par la glace en mouvement garantissent un spectacle naturel mémorable.</p>",2004,,0,,,-49.5,69.13333333,399800,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,0
1973,1416,,Stevns Klint,Stevns Klint,"<p>This geological site comprises a 15 km-long fossil-rich coastal cliff, offering exceptional evidence of the impact of the Chicxulub meteorite that crashed into the planet at the end of the Cretaceous, about 65 million years ago. Researchers think that this caused the most remarkable mass extinction ever, responsible for the disappearance of over 50 per cent of all life on Earth. The site harbours a record of the cloud of ash formed by the impact of the meteorite – the exact site being at the bottom of the ocean off the coast of Mexico’s Yucatán Peninsula. An exceptional fossil record is visible at the site, showing the complete succession of fauna and micro-fauna charting the recovery after the mass extinction.</p>","<p>Ce site géologique, qui comprend un littoral long de 15 km avec des falaises fossilifères, est un témoignage exceptionnel de l’impact de la chute de la météorite de Chicxulub, survenue à la fin du crétacé, il y a environ 65 millions d’années. Les scientifiques considèrent généralement que cet impact est responsable de la plus récente des grandes extinctions de masse de l’histoire, à l’origine de la disparition des dinosaures et de plus de 50 % de la vie sur Terre. On peut observer sur ce site le registre sédimentaire du nuage de cendres formé par l’impact de la météorite, le site même de l’impact étant au fond de l’eau, au large de la péninsule du Yucatán au Mexique. On peut également y observer un registre fossile exceptionnel formé d’une succession d’assemblages biologiques.</p>",,,2014,,0,,,12.42333333,55.26722222,50,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,0
2029,1468,,"Christiansfeld, a Moravian Church Settlement","Christiansfeld, une colonie de l’Église morave","<p>Founded in 1773 in South Jutland, the site is an example of a planned settlement of the Moravian Church, a Lutheran free congregation centred in Herrnhut, Saxony. The town was planned to represent the Protestant urban ideal, constructed around a central Church square. The architecture is homogenous and unadorned, with one and two-storey buildings in yellow brick with red tile roofs. The democratic organization of the Moravian Church, with its pioneering egalitarian philosophy, is expressed in its humanistic town planning. The settlement’s plan opens onto agricultural land and includes important buildings for the common welfare such as large communal houses for the congregation’s widows and unmarried men and women. The buildings are still in use and many are still owned by the local Moravian Church community .</p>","<p>Fondée en 1773 en Jutland du Sud, cette colonie est un exemple de peuplement planifié de l’Eglise morave, une congrégation libre luthérienne basée à Herrnhut, en Saxe. Conçue comme le modèle de l’idéal urbain protestant, la ville s’est développée autour d’une église centrale et de sa place. Les maisons, de plain-pied ou à un étage, présentent des façades en briques jaunes homogènes sans ornement et des toits en tuile rouge. L’organisation démocratique de l’Eglise morave, qui fut pionnière en matière d’idées d’égalité, s’exprime dans son urbanisme humaniste. Celui-ci est illustré par son plan ouvert sur des terres agricoles et ses bâtiments importants pour le bien commun, à l’image des maisons collectives pour les veuves et les célibataires. Elle sont toujours habitées et l’Eglise morave local est toujours propriétaire de beaucoup de ces maisons.</p>",,,2015,,0,,,9.481388889,55.35555556,21.2,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,0
2030,1469,,The par force hunting landscape in North Zealand,Paysage de chasse à courre de Zélande du Nord,"<p>Located about 30 km northeast of Copenhagen, this cultural landscape encompasses the two hunting forests of Store Dyrehave and Gribskov, as well as the hunting park of Jægersborg Hegn/Jægersborg Dyrehave. This is a designed landscape where Danish kings and their court practiced par force hunting, or hunting with hounds, which reached its peak between the 17th and the late 18th centuries, when the absloute monarchs transformed it into a landscape of power. With hunting lanes laid out in a star system, combined with an orthogonal grid pattern, numbered stone posts, fences and a hunting lodge, the site demonstrates the application of Baroque landscaping principles to forested areas.</p>","<p>A quelques 30 kilomètres au nord-est de Copenhague, ce paysage de chasse comprend trois forêts et paysages distincts : Store Dyrehave, Gribskov et Jægersborg Hegn/Jægersborg Dyrehave. Il s’agit d’un paysage aménagé où les rois danois et leur cour se livraient à la chasse « par force », ou chasse à courre, qui atteignit son<span> </span>point culminant entre le<span> </span>XVIIe et la fin du XVIIIe siècle, lorsque les rois absolus l'ont transformé en un paysage de puissance. Avec les chemins organisés en système d’étoile, combinés avec une grille orthogonale, des pierres numérotées, des clôtures et un pavillon de chasse, ces sites matérialisent l’application des principes d’aménagement paysager baroque à des zones forestières.</p>",,,2015,,0,,,12.35777778,55.91361111,4543,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,0
2154,1536,,Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap,Kujataa au Groenland : agriculture nordique et inuite en bordure de la calotte glaciaire,"<p>Kujataa is a subarctic farming landscape located in the southern region of Greenland. It bears witness to the cultural histories of the Norse farmer-hunters who started arriving from Iceland in the 10th century and of the Inuit hunters and Inuit farming communities that developed from the end of the 18th century. Despite their differences, the two cultures, European Norse and Inuit, created a cultural landscape based on farming, grazing and marine mammal hunting. The landscape represents the earliest introduction of farming to the Arctic, and the Norse expansion of settlement beyond Europe.</p>","<p>Kujataa est un paysage agricole subarctique situé dans la région méridionale du Groenland. Il témoigne de l’histoire culturelle des fermier-chasseurs nordiques venus d’Islande à partir du Xe siècle, et de celle des chasseurs inuits et des communautés agricoles inuits qui se sont développés à partir de la fin du XVIIIe<sup> </sup>siècle. Malgré leurs différences, ces deux cultures –nordique d’Europe et inuit  – ont créé un paysage culturel fondé sur l’agriculture, le pâturage et la chasse aux mammifères marins. Ce paysage témoigne de la plus ancienne introduction de l’agriculture en Arctique et de l’installation d’un établissement nordique hors d’Europe.</p>",,,2017,,0,,,-45.59805556,61.16444444,34.892,0,0,0,0,1,0,0,0,0,0,(v),Cultural,C,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,0
